,id,name,brewery_type,city,postal_code,country,longitude,latitude,phone,website_url,state,street
6177,c4099a64-9be0-4e03-9f24-218c35acd747,rockwell beer company,regional,saint louis,63110,united states,-90.251576,38.625572,3142561657,http://www.rockwellbeer.com,missouri,1320 s vandeventer ave
6178,a97cece8-723b-47c3-8962-dd9b9cfe57e0,rockwell brewery,micro,frederick,21701-5045,united states,,,3017324880,http://www.rockwellbrewery.com,maryland,880 n east st unit 201
6179,42dc47f9-440c-403a-a2e3-f4ec523f72fd,rocky coulee brewing,micro,odessa,99159-9865,united states,-118.6867465,47.33319739,5093452216,http://www.rockycouleebrewingco.com,washington,205 e 1st ave
6180,05f75b27-914a-45e3-9e99-883ed97572bd,rocky hill brewing,closed,exeter,93221-9763,united states,-119.1223301,36.34389838,5595924594,,california,20147 avenue 306
6181,f8ccbe29-ac88-4570-841f-acf582e394e6,rocky mountain brewery,micro,colorado springs,80915-3727,united states,,,7195281651,http://www.rockymountainbrews.com,colorado,625 paonia st
6182,92a662f6-a983-4ca3-ac45-f81d33481378,"rocky mountain taphouse, llc",micro,greeley,80634-9604,united states,-104.7859342,40.387892,9703026551,http://www.rockymountaintaphouse.com,colorado,3050 67th ave ste 104
6184,c79e3446-b800-42b8-bd42-e12eb4dbd285,rocky reef brewing company,micro,woodruff,54568-0615,united states,-89.695183,45.895883,2623391230,http://www.rockyreefbrewing.com,wisconsin,1101 1st ave
6185,e40910db-618b-46fc-9804-6bf8a0164902,rocky river brewing co,brewpub,rocky river,44116-3204,united states,-81.8553198,41.46100065,4408952739,http://www.rockyriverbrewco.com,ohio,21290 center ridge rd
6186,32874d30-c936-40df-a94f-ac8ad84aecdc,rockyard brewing company,brewpub,castle rock,80109-7512,united states,-104.8723394,39.4096188,3038149273,http://www.rockyard.com,colorado,880 castleton rd
6187,e7cc0814-0f87-494d-9e9f-810f23df05f6,rocland beverage co,contract,ukiah,95482-6456,united states,-123.199573,39.126287,7076577721,http://www.asskisserales.com,california,1601 airport rd
6188,330e829d-53ca-4d79-b13a-ba4f36356458,roets jordan brewery co.,brewpub,jordan,55352-1508,united states,-93.62618368,44.665938,9524068865,http://www.roetsjordanbrewery.com,minnesota,230 broadway st s
6190,776ca50f-749a-46e2-b914-59c709aec1a6,rogers beer,contract,penfield,14526-2413,united states,-77.46723818,43.12868768,5852980483,http://www.rogersbeer.com,new york,23 woodline dr
6191,12d83cb7-1e03-493e-805e-dad7ee012c3f,rogue ales brewery,regional,newport,97365-5261,united states,-124.0564639,44.62865838,5032413800,http://rogue.com,oregon,2320 se osu dr
6192,94a076ed-9499-402b-bc89-14635349322e,rogue ales issaquah brewhouse,closed,issaquah,98027-3843,united states,-122.03724000193577,47.530207242056925,4255571911,http://www.rogue.com,washington,35 w sunset way ste c
6193,37ae8b8a-e16c-44c0-a558-8178c0b61c26,rogue east side pub & pilot brewery,micro,portland,97214-2533,united states,-122.656467,45.51586884,5032413800,http://www.buckmanbrewing.com,oregon,909 se yamhill st
6194,3a491d3a-269c-4b39-8bb7-0a75dc8f41b9,roha brewing project,micro,salt lake city,84115-1679,united states,-111.890097,40.736469,3852278982,http://www.rohabrewing.com,utah,30 e kensington ave ste 150
6195,6b09ca79-b303-440a-a5d6-23e51bd5ebce,rohrbach brewing company,brewpub,rochester,14609-6039,united states,-77.586694,43.163275,5855468020,http://www.rohrbachs.com,new york,97 railroad st
6196,4c259862-b595-4d64-8d95-aa54eb3a7387,rohrbach's railroad st brewery,micro,rochester,14609-6039,united states,-77.586694,43.163275,5855468020,http://www.rohrbachs.com,new york,97 railroad st
6198,d57d3036-d848-4346-9aad-acad5a5b7a10,"rok house brewing co., llc",micro,upland,91786-3559,united states,-117.6883192,34.10445102,9099810020,http://www.rokhousebrewing.com,california,1939 w 11th st ste a
6199,478a266e-5d00-486e-90ca-7ded72d202b6,rolling meadows farm brewery,micro,cantrall,62625-8803,united states,,,2177252492,http://www.rollingmeadowsbrewery.com,illinois,3954 central point rd
6200,d27dd56e-9f41-4789-a2a0-ece0209dcac0,rolling mill brewing company,micro,middletown,45044-8217,united states,-84.40683123,39.51616686,5132174444,http://www.rollingmillbc.com,ohio,916 1st ave
6201,bbc83a19-c5a5-44f1-bf6f-969f209cdfc0,rolling oak brewing co,micro,grayling,49738-1719,united states,-84.716671,44.661765,9897456280,http://rollingoakbrewing.com,michigan,509 norway st
6202,f331a8eb-748a-4a84-ac4e-bc0e0307dfa1,roma brewery,brewpub,willernie,55090-4400,united states,-92.957644,45.057136,6516534733,http://www.roman-market.com,minnesota,310 stillwater rd
6203,3ecb3ca8-fa11-484b-8471-8aa857cb9b3d,rome city brewing co,brewpub,rome,30161-3005,united states,-85.17262231,34.25410398,7062048474,http://www.romebrewhouse.com,georgia,325 broad st
6205,8f43b379-f20d-43f5-bdfa-9db963fb7bb1,rooftop brewing co,micro,seattle,98119-1325,united states,-122.3732188,47.6557532,2064578598,http://www.rooftopbrewco.com,washington,1220 w nickerson st
6206,26fd9259-8023-42d7-88c8-2566791b5ae9,rooney's beer company,micro,pittsburgh,15212-5151,united states,,,4122515995,http://rooneysbeer.com,pennsylvania,800 vinial st ste b204
6207,54204c13-3e22-44fe-8ac0-b0d72022b584,roosevelt brewing company,brewpub,portales,88130-6216,united states,-103.335715,34.185293,5752262739,http://www.rooseveltbrewing.com,new mexico,201 s main ave
6208,75cf13cc-96d4-4432-b86f-ceb64bd11765,rooster brewing,micro,paris,40361-1816,united states,-84.25166366,38.21039483,8597073436,http://www.roosterbrew.com,kentucky,609 main st
6210,c6a1d03d-59bd-4f88-be57-d2704d4de2c7,roosterfish brewing co.,brewpub,watkins glen,14891-1202,united states,-76.87362,42.38063,6075359797,http://www.roosterfishbrewing.com,new york,301 n franklin st
6211,e27d1ab2-65b8-498e-913a-5ab0dcdfaeb8,roosters brewing co  (#1),micro,ogden,84401-2301,united states,-111.974503,41.220497,8016276171,https://www.roostersbrewingco.com,utah,253 historic 25th st
6212,2055cc0d-8751-4be1-ac8f-eb5965857a51,roosters brewing co (#2),micro,layton,84041-5724,united states,-111.9793389,41.08320878,8017749330,http://www.roostersbrewingco.com,utah,748 heritage park blvd ste 101
6213,d5aae77c-019d-41b0-ac59-5c3ca2b0ff18,root down brewing company,brewpub,phoenixville,19460-3419,united states,-75.515616,40.137147,4843932337,http://www.rootdownbrewing.com,pennsylvania,1 n main st
6214,b7989d83-fd97-425e-9191-1695321239c8,roots brewing company,brewpub,oneonta,13820-2501,united states,-75.0630461,42.45318,6074332925,http://www.rootsbrewingcompany.com,new york,175 main st
6215,1bb69d7e-fb45-44bd-8ac7-709c4117b765,roscoe brewing company,micro,roscoe,12776-6418,united states,,,6072905002,http://www.roscoebeercompany.com,new york,145 rockland rd
6217,3624a637-94b2-4d6d-95f2-b04c5f7c815a,rosenstadt brewery llc,micro,portland,97214-5246,united states,-122.6199321,45.5118679,,http://www.rosenstadtbrewery.com,oregon,4110 se hawthorne blvd # 735
6218,9b1a8816-da90-40c5-8203-9c23b14945ea,roses' taproom,micro,oakland,94609-2012,united states,-122.2683709,37.8143551,5108583969,http://www.rosestaproom.com,california,4930 telegraph ave
6219,a53b6d53-11ba-4af9-bb8a-863548d73b51,roslyn brewing co,micro,roslyn,98941-0024,united states,-120.9947248,47.2222871,5096492232,http://www.roslynbrewng.com,washington,208 w pennsylvania ave
6221,9f5002ff-ed74-4f51-8336-adea12e4ce81,rotunda brewing,brewpub,annville,17003-1326,united states,-76.520098,40.32856075,7178672337,http://www.batdorfrestaurant.com/rbc,pennsylvania,245 w main st
6222,9c52348e-1343-4233-843f-fc29ac896ca5,rough diamond brewery,micro,spring branch,78070-6621,united states,,,8308856616,http://rdbrewery.com,texas,101 kendalia cir
6223,47dc6ef6-fb3a-445a-9051-36aab7679744,rough draft brewing,micro,san diego,92121-3263,united states,-117.1716977,32.88370283,8584537238,http://www.roughdraftbrew.com,california,8830 rehco rd ste d
6224,c2c034ea-4967-4b4c-bf1c-e3bd75cd16f0,roughtail brewing,micro,oklahoma city,73114,united states,-97.5192442,35.6087575,4057716517,http://www.roughtailbeer.com,oklahoma,320 w memorial rd
6225,7500e370-f58a-40a6-87b6-005b0f1469e3,roughwoods inn,brewpub,nenana,99760-9999,united states,-149.096237,64.56274,9078325299,http://www.roughwoodsinn.biz,alaska,623 north a st
6226,d44fbd3a-f3e0-4d93-a8b6-a274d208811d,rouleur brewing company,micro,carlsbad,92008-8804,united states,-117.269558,33.133904,4422445111,http://www.rouleurbrewing.com,california,5840 el camino real ste 101
6227,eb65fa0c-3e45-41cb-bcc3-de1a1060b67e,round barn brewery / round barn winery,micro,baroda,49101-8742,united states,-86.479395,41.950161,8007169463,http://www.roundbarnwinery.com,michigan,10983 hills rd
6228,0654ac67-ff7f-4b63-a876-bbd24a31fb57,round barn brewery & public house,micro,baroda,49101-8927,united states,,,2693267059,http://www.roundbarnbrewery.com,michigan,9151 first st
6229,134c9a7a-fee3-4a1c-8914-785a9d7c04ea,round guys brewing co,brewpub,lansdale,19446-2006,united states,-75.28630882,40.24337843,6107151512,http://www.roundguysbrewery.com,pennsylvania,324 w main st
6230,24fa73f1-2413-485e-8230-e8572837784a,round town brewery,micro,indianapolis,46221-1373,united states,,,3174931375,http://www.roundtownbrewery.com,indiana,950 s white river pky west dr ste 100
6231,24c0c343-7f4d-43d4-8a2c-e554e5c0d6fc,roundabout brewery,micro,pittsburgh,15201-2718,united states,-79.956943,40.477161,4126210540,http://roundaboutbeer.com,pennsylvania,4901 butler st
6233,43731cc4-87d3-47e7-9ca1-ff0be7b481f2,roundhouse brewery,micro,brainerd,56401-2687,united states,-94.1870055,46.3572831,2184542739,http://roundhousebrew.com,minnesota,1551 northern pacific rd
6234,f765f05b-b755-45a8-844d-bc48962c6a52,roundhouse depot brewing,micro,bellefontaine,43311,united states,-83.76289625,40.35981532,5403231295,,ohio,217 w chillicothe ave
6235,1857e7ae-9362-4b5a-96a8-385641bae67d,route 30 brewing company,micro,riverside,92503-5515,united states,-117.4472297,33.90998597,9517767083,,california,9860 indiana ave ste 19
6236,689f6739-8faa-4c9f-977e-52220e4404db,route 6 tap house/ putnam brewery,brewpub,mahopac,10541,united states,-73.72642406,41.37750571,8456287302,http://www.facebook.com/putnam-brewery-165364887155377/,new york,728 us-6
6237,87740a12-4392-41e7-b244-8f013503d567,route 66 junkyard brewery,brewpub,grants,87020,united states,,,5052855000,http://www.facebook.com/route66junkyardbrewery/,new mexico,1634 e hwy 66
6238,375c3fae-a1f7-4121-906a-ba1ea56b51f3,rowdy's brewing company,micro,rancho cucamonga,91730-5784,united states,-117.5879009,34.08513212,9099292722,http://rowdysbrewco.com,california,10002 6th st ste a
6239,555fcbb9-7fc4-4a03-b04f-5ac0ada488c9,rowlands calumet brewery co,micro,chilton,53014-1451,united states,-88.1632129,44.0293888,9208492534,,wisconsin,25 n madison st
6240,6e59f361-2d17-4beb-ac3b-92d2a4d437d0,rowlands calumet brewery co (#2),micro,chilton,53014-,united states,-88.16401327,44.0291831,9208492534,,wisconsin,57 school st
6241,641c91ad-d21c-44f3-b66b-993457ee9fae,rowley farmhouse ales,brewpub,santa fe,87505-3244,united states,-105.9836551,35.66076999,5054280719,http://rowleyfarmhouse.com,new mexico,1405 maclovia st
6242,a35206a2-4fc6-471c-8b39-a31b0bbb6c23,roy pitz brewing co,brewpub,chambersburg,17201-1668,united states,,,7174968753,http://www.roypitz.com,pennsylvania,301 roy pitz ave ste 3
6243,d1bf7018-393e-4cd5-856e-8ee560e3585a,"royal bavaria brewhouse, restaurant and biergarten",brewpub,moore,73165-7218,united states,-97.4235998,35.3148295,4057997666,http://royal-bavaria.com,oklahoma,3401 s sooner rd
6244,5d6cbdd3-2315-469c-a97f-e87ee1cbbd35,royal brewery,micro,new orleans,70126-1138,united states,,,5044158444,http://www.royalbrewerynola.com,louisiana,7366 townsend pl ste b
6245,485f4ed6-a9ae-42c7-9d66-c39540651709,royal docks brewhouse and cannery,micro,massillon,44646,united states,-81.498326,40.844016,,,ohio,5646 wales ave nw
6246,a6f89f70-e00a-43a3-9779-f70e71393ae9,royal docks brewing company,contract,canton,44718-1523,united states,,,3303539103,http://www.docks.beer,ohio,7162 fulton dr nw
6247,f9e69ba6-fe3b-4cba-bb26-94fea1fe7592,royal gorge brew pub,brewpub,canon city,81212-3733,united states,-105.2418113,38.44010539,7193454141,http://www.royalgorgebrewing.com,colorado,413 main st
6248,6d3ba99f-057a-446b-925a-50ae1c284df5,royal oak brewery,brewpub,royal oak,48067-2606,united states,-83.14271229,42.48739557,2485441141,http://www.royaloakbrewery.com,michigan,215 e 4th st
6249,5c9afad5-0cf3-4f3d-9918-0c4e9a002968,royal palm brewing company,brewpub,royal palm beach,33411-3516,united states,,,4079600128,http://www.facebook.com/royalpalmbrewingcompany/,florida,543 n state road 7 ste 103
6250,72e76612-589c-4844-a3c6-7189bcdad638,royale brewing company,closed,portland,97211-2245,united states,-122.6656145,45.57960681,9712795587,http://www.royalebeer.com,oregon,55 ne farragut st ste 6
6251,a19a3824-1bde-4652-a6ed-49e584d0d7d0,ruba brewing,micro,houston,77063,united states,-95.51694859,29.72879669,,https://untappd.com/ruba_brewing,texas,3310 buttercup st
6252,e58f1b87-85b0-4adb-8fb1-d6e1eaa833a6,rubber soul brewing,micro,salisbury,21801-7824,united states,-75.58418801,38.39109674,4433047685,http://www.rubbersoulbrewing.com,maryland,1930 northwood dr
6253,7383363f-2d98-45c7-8719-8236e869aa8d,ruby mountain brewing co,micro,wells,89835-9802,united states,,,7757522337,http://www.rubymountainbrewing.com,nevada,hc 60 box 100
6254,87f8af23-34eb-446a-9f6e-207e0bafc5a8,ruby river steak house and brewery,brewpub,ogden,84405-3512,united states,-111.9883755,41.18405234,8016222320,http://www.sizzlingplatter.com,utah,4286 riverdale rd
6255,e5395eb7-b076-4046-ad78-98debacc0550,ruby valley brew,micro,sheridan,59749-7742,united states,-104.559298,48.77363753,4068425977,http://www.rubyvalleybrew.com,montana,111 s main st
6256,4cc38bef-f05b-42ce-8323-ca7458415621,ruckus brewing co,contract,new york,10001-1902,united states,,,6467105098,http://www.ruckusbrewing.com,new york,261 w 35th st ste 1002
6257,a2479c24-2ed6-42b6-9432-2b306558b0ae,rudbeckia farm,micro,petoskey,49770-9751,united states,,,2316224173,http://www.rudbeckiafarm.com,michigan,3379 lake grove rd
6258,3f21deb3-122f-44c3-87c2-9e729a40955b,ruddy duck brewery and grill,brewpub,dowell,20629,united states,-76.45795,38.350501,4103943825,http://www.ruddyduckbrewery.com,maryland,13200 dowell rd
6259,2545723c-f71f-454c-847a-d4c524132e3a,rugged coast brewing,closed,santa rosa,95403,united states,-122.7334692,38.47262977,4156027272,http://www.ruggedcoastbrewing.com,california,817 piner ave
6260,4935e78e-47a1-479c-b613-88c319065314,ruggedman brewing company,micro,new braunfels,78130,united states,,,8306322104,http://www.drinkthedamnbeer.com,texas,7600 old bastrop rd
6261,646f5ed7-b512-4652-aa67-b981d3cfc266,ruhlman brewery/our ales,micro,hampstead,21074-1033,united states,,,,,maryland,2300 harvey gummel rd
6262,4e7fcced-ba7b-4b66-b611-e2d8e10e3010,ruhstaller beer,micro,dixon,95620,united states,-121.8196403,38.45364691,5306018240,,california,"800 business park drive, suite g"
6263,e8fc3db0-8353-4962-9885-c796966ca78a,ruhstaller beer,micro,sacramento,95814-3403,united states,-121.497428,38.58004528,9169195691,http://www.ruhstallerbeer.com,california,726 k st
6264,b70e163a-8e4d-4b02-93fa-8b4f45732cc9,rumspringa brewing co,micro,bird in hand,17505-9727,united states,-76.18731,40.038905,7177687194,,pennsylvania,3174 old philadelphia pike
6265,689e4378-f742-4443-bb82-778d19036512,run of the mill public house & brewery,brewpub,saco,04072-3500,united states,-70.442601,43.501374,2075719648,http://www.therunofthemill.net,maine,100 main st
6266,0759476d-8fed-46cc-abec-1cb02cbca0d6,running dogs brewery,proprietor,saint helens,97051,united states,-122.7980095,45.86251169,5033971103,http://www.runningdogsbrewery.com,oregon,"291 s 1st st,st."
6267,6e516bce-6396-4f42-9dd0-e60a520eb651,running walker brewery & braman winery,micro,richmond,77406-7855,united states,,,,,texas,3421 fm 359 rd
6268,969a6832-1577-487f-a325-fd5350678dbe,rupert's brew house,micro,kalamazoo,49007-4518,united states,-85.5941774,42.29072325,2693379911,http://www.rupertsbrewhouse.com,michigan,773 w michigan ave
6270,f2472289-d2d3-4a02-8b98-10c88b8e9da3,"ruse brewing, llc.",proprietor,portland,97202,united states,-122.6470059,45.4593922,5036628325,http://www.rusebrewing.com,oregon,4784 se 17th ave
6271,73fdad85-48d2-4cc0-92bb-358ada1a5c59,rush river brewing co,micro,river falls,54022-4880,united states,-92.63861533,44.8911208,7154262054,http://www.rushriverbeer.com,wisconsin,990 antler ct
6272,1fd1cefa-9157-4071-8345-bad0be6d4a5a,rushing duck brewing co,micro,chester,10918-1283,united states,-74.270801,41.362221,8456105440,http://www.rushingduck.com,new york,1 battiato ln
6273,33645666-10c9-4704-956e-ae006c29abb2,russian river brewing co,regional,santa rosa,95404-4407,united states,-122.7116607,38.4418139,7075452337,http://www.russianriverbrewing.com,california,725 4th st
6274,51d49909-8dc5-48b9-bc92-79bf6f4b5cb3,russian river brewing co - production,micro,santa rosa,95404-5968,united states,-122.7094385,38.4216577,,http://www.russianriverbrewing.com,california,1812 ferdinand ct
6275,cea10be6-618c-4188-9f35-3fde4a5b1080,rustic brew,brewpub,hampton,50441-1701,united states,-93.20855984,42.74298149,6414562141,http://www.rusticbrew.com,iowa,117 1st st nw
6276,5bc03c91-fce7-4e14-9aeb-05303d7e6bbb,rustic leaf brewing company,micro,waterford,48327-1506,united states,-83.4048664,42.659901,2485999933,http://www.rusticleafbrewingcompany.com,michigan,7200 highland rd
6277,c33a13bf-bb83-4374-b4cc-1a4b43623ae5,rustic road brewing co,micro,kenosha,53140-4104,united states,-87.81848261,42.58399215,2623207623,http://www.rusticbrewing.com,wisconsin,5706 6th ave
6278,2e475c21-a1f0-4ff8-8ba2-8c01cb7751ef,rustica brewing company,micro,denver,80223-4248,united states,,,7203979682,http://www.rusticabrewery.com,colorado,2370 s kalamath st unit a
6279,c226d829-6805-4dbc-9a59-d0c274c2544a,rusty bull brewing company,brewpub,north charleston,29418-7908,united states,,,8432258600,http://www.rustybullbrewing.com,south carolina,3005 w montague ave ste 110
6280,2d5e000a-9439-4789-9263-b11a9c7b29ae,rusty gold brewing,micro,canonsburg,15317,united states,-80.18750486,40.25856457,7244852332,,pennsylvania,43 w pike st
6281,5b104c23-134e-46d5-9777-e59c98ab83d3,rusty nickel brewing co.,brewpub,buffalo,14224-3169,united states,-78.851031,42.876243,7166086155,http://www.rustynickelbrewing.com,new york,4350 seneca st
6282,b6ae47ee-790a-4490-b8be-574d08ee76be,rusty rail brewing,brewpub,mifflinburg,17844-1003,united states,,,5709667878,http://www.rustyrailbrewing.com,pennsylvania,5 n 8th st ste 1
6283,3d0e7cf3-6778-46dd-9907-1bd3370bb52b,rusty truck brewing company,brewpub,lincoln city,97367-1557,united states,-124.0209913,44.93273319,5419947729,http://www.rustytruckbrewing.com,oregon,4649 sw highway 101
6284,b0ffaff1-21a3-47a5-bbd3-073cd3ec1678,ryan brewing company,micro,roscoe,61073,united states,-89.01015782,42.4211214,8152701223,http://www.ryanbrewingcompany.com,illinois,5312 williams dr
6286,c63a3d08-74de-48c4-a413-4105bec41837,s & s farm brewery,micro,nassau,12123,united states,-73.57263982,42.49050535,5183360766,http://www.sandsbrewery.com,new york,174 middle rd
6288,6e49945b-64fc-4925-90ca-decb714d99e0,sabbatical brewing co,brewpub,manitowoc,54220,united states,-87.6838074,44.0912299,9209013282,https://www.sabbaticalbrewingco.com,wisconsin,835 s 29th st
6289,f83e7244-ddf1-4e86-b6a7-ac288b38c71e,sackbut brewing and barrelwerks,micro,fresno,93702-3215,united states,-119.7715206,36.73946658,,http://www.sackbutbrewing.com,california,3153 e huntington blvd
6290,c209ebea-b190-4b09-8ea5-ebc422eb1e10,sackets harbor brewing co,brewpub,sackets harbor,13685-3183,united states,-76.12164821,43.94796085,3156462739,http://www.sacketsharborbrewpub.com,new york,212 w main st
6291,403dbaa0-4494-48ac-896d-29752895b876,saco river brewing,micro,fryeburg,04037-1428,united states,,,2072563028,http://www.facebook.com/sacoriverbrewing,maine,10 jockey cap ln
6292,4cae6ee1-6a28-4961-a3fc-169b5c2d5d2d,sacrament brewing,micro,sacramento,95814,united states,-121.4849275,38.57794927,3102592158,http://www.sacramentbrewing.com,california,1616 j st.
6295,698cefc8-464f-4d3e-9953-63b7fcfebb7d,sacrilege brewing project,brewpub,half moon bay,94019-1925,united states,-122.4299132,37.460938,6502767029,,california,730 main st
6296,2a94fbb0-2e87-4063-b496-09a4be6c6126,saddle mountain brewing company,brewpub,goodyear,85338-9309,united states,-112.3970112,33.4572737,6239809524,,arizona,15651 w roosevelt st
6297,31eef285-74df-4f42-8ac1-b50212996148,saddle rock pub & brewery,brewpub,wenatchee,98801-2201,united states,-120.31186858844586,47.426017658388794,5098884790,http://www.saddlerockbrewery.com,washington,25 n wenatchee ave ste 107
6298,21fa52e0-8144-41bf-a181-2509d40d4d7d,saddlebock brewery,micro,springdale,72764-7582,united states,,,4794221797,http://www.saddlebock.com,arkansas,16600 saddlebock lane
6300,2cb6340e-0e01-4f87-8456-dbbefdbf158f,sahm brewing company,micro,syracuse,13202,united states,-76.15209318,43.04945059,3158777246,http://www.facebook.com/sahmbrewco/,new york,203 s salina st
6301,34011fb5-ccda-4f99-b21a-62953b9b6128,"sailfish brewing company, llc",micro,fort pierce,34950-4403,united states,-80.32431828,27.44903854,7725774382,http://www.sailfishbrewingco.com,florida,130 n 2nd st
6302,558d16c5-ccf9-4a3b-b644-d6af7c60233e,saint archer brewing company,large,san diego,92121-2306,united states,-117.163745,32.880445,8582252337,http://www.saintarcherbrewery.com,california,9550 distribution ave
6303,611a3d39-d0a2-4020-b9ce-87cbc545ad0d,saint arnold brewing co,regional,houston,77020-2028,united states,-95.34846656,29.77112745,7136869494,http://www.saintarnold.com,texas,2000 lyons ave
6304,7526abe5-393d-461f-b9b6-fb5880167db7,saint benjamin brewing co,micro,philadelphia,19122-2909,united states,-75.1475016,39.9562965,,,pennsylvania,1710 n 5th st
6305,7cfafd1b-9f71-421e-b68a-2a020e3f9540,saint boniface craft brewing co,brewpub,ephrata,17522-1106,united states,-76.205629,40.200294,7177211744,,pennsylvania,1701 w main st
6306,d138f5c2-f5f8-4d68-bcd9-b69a021cae6d,saint croix beer co. dba saint croix brewing co.,contract,saint paul,55102-3651,united states,-93.12454994,44.93128073,6513870708,http://www.stcroixbeer.com,minnesota,363 webster st
6307,df62a0f5-73ba-457c-90c9-9d79d495348d,saint hazards brewery,brewpub,middle bass island,43446,united states,,,4192856121,,ohio,1233 fox road
6308,44dda0d1-ec31-47ce-a4ca-b3fef5161990,saint j brewery,brewpub,saint johnsbury,05819-8991,united states,-72.01506898,44.45918219,8024241700,http://www.saintjbrewery.com,vermont,2002 memorial dr
6309,323e6f9e-6e29-4e97-bb59-474d701e48bf,saint james brewery,micro,holbrook,11741-2256,united states,,,6217073192,http://www.saintjamesbrewery.com,new york,929 lincoln ave ste 11
6310,37763ebb-c13e-4de7-b53d-7f12a7f48d9e,saint patrick's brewing company,micro,littleton,80120-1843,united states,-105.024584,39.6125875,3037187575,http://www.stpatricksbrewco.com,colorado,2842 w bowles ave
6311,05ec470f-09d7-4582-b432-fca4758f146e,saint somewhere brewing co,micro,tarpon springs,34689-4320,united states,-82.75335373,28.14615551,8135036181,http://www.saintsomewherebrewing.com,florida,312 e tarpon ave
6312,b52a2cbf-4041-43b6-afbb-151883c9900d,saints row brewing,micro,rockville,20850-1344,united states,-77.13401808,39.09361715,,http://www.saintsrowbeer.com,maryland,1211 taft st
6314,8a639388-c76a-466c-a8f3-80af5ebcf43f,salem ale works,micro,salem,97302-1145,united states,-123.0103968,44.91998888,5039908486,http://www.aleinsalem.com,oregon,2315 25th st se
6315,d75ad0e6-7f74-4708-9828-4298ca8b9e46,salem beer works,brewpub,salem,01970-3635,united states,-70.8898634,42.52079262,9787452337,http://www.beerworks.net,massachusetts,278 derby st
6316,91a7067e-1832-4b74-b319-3fefb1b291be,salish sea brewing company,brewpub,edmonds,98020-,united states,-122.37685979707727,47.80989167509592,2062953116,http://www.salishbrewing.com,washington,518 dayton st ste 104
6317,0534dcda-ed55-4104-915b-e95e7ec5a7a5,salmon river brewery,brewpub,mccall,83638-4132,united states,-116.097682,44.911663,2086344772,http://www.salmonriverbrewery.com,idaho,411 railroad ave
6318,a904f795-1ac5-40e1-a7fa-4eff2ad5882b,saloon door brewing co,brewpub,webster,77598-2033,united states,,,4099393992,http://www.saloondoorbrewing.com,texas,105 magellan cir ste a
6319,979a9377-27e4-436c-938e-fddea2d87888,salt city brewing,micro,hutchinson,67501,united states,-97.93175306,38.05869143,6209606210,,kansas,514 n main street
6320,6db95a97-2d83-4952-8a99-7bd8d77c5138,salt creek brewery,brewpub,bedford,47421-8068,united states,,,8122778277,http://www.saltcreeekbrewery.beer,indiana,466 old state road 37 n
6321,08945808-d75c-48f5-beed-9c7c9178d2b8,salt flats brewery,micro,salt lake city,84104-4260,united states,-111.9481568,40.7298237,8018283469,http://rpmbeer.com,utah,2020 w industrial cir
6322,e6cf8a79-37b3-4717-8df8-6acd82b1890a,salt lake brewing co/ squatters pub brewery,micro,salt lake city,84101-1914,united states,-111.895676,40.762524,8013632739,http://www.squatters.com,utah,147 w broadway
6323,150a966d-9635-4389-9280-241e1da8a35c,salt marsh brewing,brewpub,bluffton,29910-6213,united states,-80.86048975,32.2372909,8433219556,http://www.facebook.com/saltmarshbrew/,south carolina,203 bluffton rd
6324,eaa42613-3192-4867-805e-7e578994c526,"salt point brewing co, llc",brewpub,lansing,14882,united states,-76.50592053,42.53689005,6075330124,,new york,2075 east shore dr
6325,11f843b1-c0af-406a-9324-7abb436817cb,salt springs brewery,brewpub,saline,48176-1320,united states,-83.78105412,42.16646594,7342959191,http://wwww.saltpsringsbrewery.com,michigan,117 s ann arbor st
6326,d2950fc3-0965-4692-90ad-b9d8a8031829,saltbox brewery,brewpub,concord,01742-2904,united states,-71.39468258,42.45690806,9782123585,http://www.saltboxkitchen.com,massachusetts,84 commonwealth ave
6327,d1fd0d69-4522-4f03-836a-d35960dda89f,saltfire brewing co.,micro,salt lake city,84115-2529,united states,-111.8937514,40.7227984,3859550504,https://www.saltfirebrewing.com,utah,2199 s west temple
6329,efdc475f-8e3c-42f7-8e69-7d5fda684097,saltwater brewery,micro,delray beach,33444-1566,united states,-80.0913747,26.4619509,6092808464,http://www.saltwaterbrewery.com,florida,1701 w atlantic ave
6330,a0cb0659-7da0-4ad1-92bb-36e5a2760408,salty nut brewery,micro,huntsville,35805-3014,united states,-86.5932014,34.7277523,2567138877,http://www.saltynutbrewery.com,alabama,2406 clinton ave w
6331,22b97f6b-cd22-42f9-99cf-01554417b7a2,salty turtle beer company,micro,surf city,28445,united states,,,9108032019,http://www.saltyturtlebeer.com,north carolina,103 triton ln
6332,7613627e-54af-4cea-9279-9ae4ef452fe1,salud cerveceria,brewpub,charlotte,28205-1036,united states,,,7045782941,http://www.saludbeershop.com,north carolina,3306-b n davidson st
6333,a37dcce1-fdd5-4651-9415-27070366fb19,sam bond's brewing co,brewpub,eugene,97401-3344,united states,-123.0843307,44.05093611,5412468162,http://www.sambondsbrewing.com,oregon,540 e 8th ave
6334,a7fd2fe1-0473-4e71-ac50-2c8a9eeed67e,samuel adams pennsylvania brewing co,regional,breinigsville,18031-1508,united states,,,6103956811,,pennsylvania,7880 penn dr
